review_text,review_rating
Very expressive but very lovely out here. I would love to come back and visit,5
Very tasty food! The red velvet cheesecake was bomb!,5
Server was great food delicious cost was extremely high but its vegas and off the strip.,4
Had a little bit of a weight. And took awhile to find. Other than that I got good food. And a delicious Key Lime pie Martini. (Oh yes I did taste like pie). And yes I was high. It's Vegas Baby!!!,4
"My strawberry daiquiri & the steak with fettuccine alfredo sauce were 🙌, take me back please. Downside, wait time, very busy, it is understandable why the long wait, but they make up for it big time with their delicious food & drinks. Low-medium prices.",4
"The food was very good and the cheesecake is amazing, it's the best I've ever had!",5
Great selection great food,5
Great place for deserts. Service was great too,5
"We love to visit the Cheesecake Factory when in Vegas.  The food is excellent, the service is great, the people are wonderful, and they're usually pretty knowledgeable on food allergies but not this time.  I ordered a gluten-free cheesecake, asked twice if it was gluten-free and was told it was.  I took it home to my wife who has Celiac's disease.  She noticed right away that the cocoa powder was left on the cheesecake (it has gluten), removed it, and enjoyed the cheesecake.  If you have food allergies, be very careful here.",3
"I went here on 9/15 for dinner - around 9PM. I sat at the bar and ordered a filet mignon (medium-rare) with a side of spinach and sweet potato fries, I also had a lemon drop martini. My steak was perfectly cooked, came out quickly, and the sides were fresh and delicious. Service was perfect, I left full and happy. Highly reccomend.",5
First time there food was great!  got the ny steak and chicken Farfalle. Fair price for 2 meals and drinks main thing is the scenery 👌,5
Delicious. Try the Sheppard’s pie,5
Very good food excellent customer service I've ate there twice the 4 days I was there,4
The good is excellent. The staff is very nice.,5
The service has really slowed down when they’re not busy. Ribeye steak. don’t order it. Club sandwich was good. Fries were sent to the table cold. This is not the way it used to be. Will not stop again.,3
A great experience.  Well never do it Christmas again though.,4
Ate at the bar. Great staff and food.,5
"To start, the reservation time that I made at 7:30 was moved up to 7 and I did not know. Luckily we were still seated quickly. The water was good, wasnt tap like other restaurants.  Waiter was helpful, didnt like the house salad. The dressing was too garlicky,  bold garlic taste. Her trio was greasy,  my steak diane was medium but needed more flavor. Mashed potatoes were amazing. The waiter brought out a sundae for my wife's birthday, he said they couldn't sing anymore so we sang her happy birthday.  The best part about it was the cheesecake.",3
One of my favorite Cheesecake Factories! Great food and service!,5
Great food and service!  Waitress and rest of staff were an absolute pleasure!  Will be back when I come back to Vegas!  😁,5
A little expensive. Visit Oct 2021. Nice ambient,3
Some of the friendliest servers I've experienced in my numerous trips to Vegas. The food was amazing and much more affordable than some of the other options.,5
The smokehouse bbq burger was the bomb! They were very busy but the waitress and waiter were very accommodating!,5
"Had the skinny shrimp tacos which were ok, the cabbage salad on the side was very good. Loved the bread they brought to the table. The burrito was huge and looked good, but alot of rice in it.",4
"We celebrated a special night for my Daughter on December 17th , her 13th birthday dinner. Little did she know the gift was not just her favorite restaurant it was also a Bruno Mars concert afterwards. The waiter was great, he was a really cool guy. I let him know were in a little time crunch and he got our orders out right away. The food was delicious as well.",5
"The wait staff may have been having a tough day but the food was delicious! Ordered the fried calamari that was yummy. And the rib eye, nicely seasoned with green beans and mashed potatoes. Perfectly cook to medium with a dark red wine. For dessert, their signature raspberry swirl white chocolate cheesecake, a sharing portion.",4
"Our family enjoyed our meal at the Cheesecake Factory! It was one of the best locations that we have ate at. My father said that his burger was one of the best that he has ever had. All of the meals were good, and the service was also good. The prices were really good and were still on par with locations in less expensive areas. Our only complaint is that the hostesses were all VERY rude. They almost refused to give us a paper menu, twice! Besides the rude hostesses, the meal was great and moderately priced for a sit down meal on the Strip.",5
"As I learned from what I was told, the first link of the chain is located in the Ceasar shopping center.  They provide service both inside and in the front area.  The place is very luxurious and the services are nice.  Cheesecake is presented with its calories.  taste and calorie calculation is your choice",5
Best keylime and coffee treat.,5
"Service 5 stars, food not typical 5 stars (what I've eaten at other GCFs). Stunning location 👌.  Amazing aquarium and great shopping available while you wait for a table",4
Always one of my favs Bellagio yummy,5
The waffle and chocolate cake were very good 😊.,4
"This is a fantastic restaurant. My wife and I love to come here. The food here is flaverful and delicious! You always get a large portion and sometimes there's enough to take home. Their bread, their bread is absolutely amazing! It always comes out warm, soft and ready to eat. The service is great we were well taken care of. I think the pricing is fine for the quality and quantity of food you receive. My wife had the New York steak and I had the Smokehouse BBQ burger. it was one of the juices and most delicious burgers I've ever had.",5
Excellent food and customer service.,5
"We had issues with our food (not made correctly and undercooked).  I was not going to complain but the waiter (Cody) made the effort to send the manager to our table, and she covered the entire check!!  Thank you Cody.  Normally the Cheesecake Factory is perfect every time.  Unfortunately this was not one of those times, but they made it right.",3
"We never learn. No matter how many times we eat at the Cheesecake factory, we forget the portions are massive. Or we just cannot resist temptation.

The menu is a lot to process at first. This time, we got the kid sliders, avocado toast and the original burger with salad.

All of it was great. I usually never get burgers at restaurants but the original burger (done medium rare) really hit the spot.

For dessert, we got two cheesecakes: tiramisu and upside down pineapple cake. Both were great! And the same could be said about the service.

We finished our meal just in time to catch the hourly Atlantis show as well.",5
"Best cheesecake in the world!
If you like lemonade, please order their strawberry lemonade and you will love it!",5
Jamaican Shrimp! Very good. Mango lime cheese cake. Nice and light. Very quick service.,5
"The service here was absolutely  horrible. Waitress never brought silverware, never checked in, never brought drinks, never apologized for poor service. She hated her job. She never offered dessert so we went to window and got it to go.
Food was good.",1
Freddy was an excellent server and the food was fantastic! Highly recommend the cucumber lemonade!,5
"I love this restaurant. The food over there is really delicious, and they have so many choices. And I love the bread there. This is a really good place for having dinner with family or friends. And their cheesecakes are amazing",5
Cheesecake factory never disappoints. I got raspberry and lime for the first time. It was so good.,5
The vanilla bean cheesecake was recommended to me by a gentleman working the information desk at Caesars. He did not misinform me.,5
"My husband and i went here for lunch and we had a great experience!! Our server Joseph was so attentive and friendly, its hard to come by good servers now a days but he killed it! We will definitely come back!",5
"Highly recommended.
Best food and awesome service for your money and a great menu of choices if you are wanting to eat while at Ceasar's Palace! We eat there several times every visit and have never been disappointed!",5
Very awesome place! Noah's favorite Casino!,5
Amazing service delicious food reasonable priced.,5
"You just cannot go wrong with Cheesecake Factory. Menu is so varied you can find a new option for every visit. This time it was chicken and shrimp gumbo, I can only say delicious. As always highly recommended.",5
I love this place. Something about me I like places I know about and this is one of them. The staff was great.,4
I had orange chicken it was tasty. And low sugar strawberry cheese cake was great!,1
"This is the pinnacle of all cheesecake factories I've been to. Service is the best, food is the freshest, but also the wait times can be the longest. I also go there, put my name in, then shop around the mall for an hour or two. If you can do a reservation I'd highly recommend it. But having the restaurant right next to the statue/animatronics show inside the forum shops is such a fun experience.",5
If you haven't been to the Cheesecake factory lately you better get going!  These guys are awesome!  There menu is like a book! So many choices! The food and service is always so good! And it's not so expensive that it breaks the bank! Get on down to the Cheesecake Factory and get your Cheesecake on!!,5
Had a great time food good.,5
"The waiter that helped us Alex, was the best. I think he needs to be thanked for his wonderful service.",5
"Service was good but expect to pay about $80 for what you see in this photo, plus 2 drinks. Look how thin this ribeyphoto🤭",2
"Awesome 🥳
Good food quality and very good service.
Will come back definitely when we visit Las Vegas next time.",5
"Food was average, service was also average, uninterested and not overly keen on engaging with the customer. Feel the overall experience has dropped in CCF. Would now think twice about revisiting.",3
How I missed dine-in so much! CDC guidelines still suggests mandatory face masks to be worn if you're not planning on dining in.,5
"I came to Vegas for a couple days, flew in on Wednesday from Michigan,  and it was my first time there in the city, my friends and I came to the restaurant Friday and our waitress Melissa was very polite and helpful.. especially with the recommendations. We were all happy with her recommendations and they were very delicious.. I made sure that not only I, but my friends took care of her, she deserved it. Thank you so much Melissa for a wonderful experience at your restaurant. The next time I am in Vegas by myself or even with friends I/we’ll make sure to ask for you to take care of me/us the next I’m/we’re there. Five stars across the board for you Melissa. Thank you so much. Stay safe",5
Great dinner. Chicken Piccata was delicious and Godiva Cheesecake was excellent as well.,5
First time at this location.   Minimal wait time.  Pasta DaVinci and gumbo were both excellent and large in portion size.,5
Good food. Everybody loves the cheesecake. It's a little bit pricey but still okay,4
At first I wasn't sure how I felt with no having a physical menu to look at but it's actually really simple with the phone. Everyone was very helpful and quick. I was really impressed with our waiter as he was on top of everything even though they were swamped with people at the time we went for dinner. The food was delicious and the cheesecake was heavenly. I definitely recommend this location.,5
"We love the cheesescake factory and actually forgot this one was inside Caesars Palace because it it located at the very back. We sat at the bar for timesake and the barmaid was very attentive and ran the bar like a well oiled machine and took orders from all the patrons. The food was delicious as always. Shrimp Alfredo for me and Steak, potatoes and green beans for my hubby. Restaurant was very clean and most patrons wore mask except when eating. Very enjoyable and pleasant atmosphere.",5
"Great great service the bartender had great customer service and the personality to match.
Thanks Christian for great service with a smile consistently with everyone that came to the bar.",5
Excellent service 😃 👍🎉 and delicious food!! The prices are not bad for Las Vegas.,5
$10.00 and this what you paid for... They didn't give you enough marinara sauce... So sad 😭,2
"Cheesecake Factory is so consistent, with delightful staff. It is such a pleasure to eat there, and the cheesecake keeps well for late night munchies.",5
We made reservations a month or two in advance of our vacation. I'm glad we did as there was a line waiting for tables. We were seated right away and the waiter was amazing. I tipped him well for his suggestions and kindness.,5
"All I want to say is wow. I’ve come here several times with my family and I’ve never had such a good experience as I did this past time we went
solely because of our server TRAYLE! There was a long wait to get seated, and the minute we get seated she approaches us and was very friendly and considerate of the kids. We’ve never had a server be so considerate of our children before. She was quick to take our order and gave us some new suggestions of things you could try that were all delicious!
She was sweet, considerate, and caring and even sang my youngest daughter happy birthday which we all appreciated. My daughter kept complimenting her hair too haha. Thank you Trayle for making this such an amazing experience for me and my family we’re definitely going to come back and see her again soon!",5
Rude  and slow wait staff.  Usually great service and friendly.  Not at this one.  The waiter never checked on us and took forever to bring back what we asked for.  The french fries were cold and the burger was overdone and super salty.  The only good thing of the meal was the pretzel bites and cheese as the appetizer.  Was not impressed.,3
"Deemed one of my absolute favorite places for any and every type of food you can imagine!! The location in Ceasars Palace in Las Vegas was beautiful! 2 floors, right in front of the new aquarium and you can see the Atlantis Show while you wait! I love their appetizers, as well as the cheesecake MENU 😁👍🏼 I am always pleased by the staff, at any and all locations I have ever been to and I highly recommend them to anyone!",5
"Fantastic place. One of the best if not the best hamburger I ever had. Suggest to try the American burger. And the desert, just superb if you like cheese cake, but hey, what else can be in restaurant named Cheesecake factory.
And 🍒 on the top. The staff so friendly and professional, was a pleasure to be here. Sure will come back.",5
"Great food & big menu to choose from
They are a little short on staff, so the wait for a table a bit longer than usual",4
How could I rate this any lower than a 5. The food is wonderful and the service is beyond reproach.,5
Nice Gelato shop in Ceasars close to Aquarium & nike store. Lots of options & liked u could pick multiple flavors & they allowed sampling,5
"One word, delicious! The bread... So soft warm and yummy! The cheesecakes are out of this world!",5
"Had a great dinner for my boyfriend's birthday, the appetizer got lost in translation lol but all in all it was a good meal and a beautiful location",5
"I never heard of getting a highball glass for a mojito simply because I requested less ice. For $15, I expected a conventional tall bar glass. Other than that, the scenery was beautiful.",4
"Located inside Caesars Palace Casino. Surrounded by shopping and offer patio (lol) seating as well. Place stays very busy and expect some wait .. not too long however. Fantastic food, service and taste. Plenty of options for all dietary needs.",4
"Always love coming to the cheese cake factory; especially here at Caesars palace in Las Vegas. Although their is usually a wait, the setting outside the restaurant with the giant fish tank and Atlantis show make the time for faster!
Once inside, the restaurant offers a touch of luxury to everyone who enters. The waiters are very knowledgeable in what they are offering and offer 5 str service to everyone.
The food is always exceptional. We ordered the bacon bacon burger and the lemon salmon. Both meals cooked to perfection.
As much as we wanted desert, the food was to filling so had to give the cheese cakes a miss on this occasion. But from past experiences the deserts are always perfect as well and offer a lot of flavour for the portion size you get.

Will always return to the cheese cake factory when ever I’m back in Las Vegas!",5
"Sat at the bar. Had great service, food and drinks. Highly recommend",5
"An absolute dynamite menu! We had a great dinner with our party of 5. However, it would have been nice if the food runner had told me that the plates were hot! Burned my fingers!",5
You can't go wrong with cheesecake. I dare you to argue about it!! Coffee and cheesecake...,5
Had a reservation for dinner before a concert. Got in on time. Service and meal were both excellent as always with the Cheesecake Factory. Would recommend in a heartbeat.,5
"The cheesecake was excellent, and Carmela was absolutely fantastic.
We were taking a little break from our day and she was the highlight of it.",5
Cesears Palace Vegas location. Excellent service with the always dependable food and huge variety. 5 stars!,5
"The waiting on the reservation process took a while but one in, our group had 2 tables quickly. Service was outstanding. Typical CF menu. I tried the fish and chips. Wasnt bad.",4
We prefer cheesecake factory at the caesars forum shops. We usually eat at the bar but when we sit at a table we request Bryan.  Food is good and reasonably priced and the wine is a good pour. The portions are large enough to share. Bread basket is a real plus and the butter is real butter. Thank you for a wonder experience.,5
"Delicious food, and an amazing venue. Our waiter was also amazing, and did something special for my daughter's birthday. I had the chicken and biscuits, and chased it down with key lime cheesecake. You know when the food is good when you're already full, and you still order desert because you know you're going to get another amazing food product from this restaurant. Definite of achieving a 👍👍👍 of my personal stamp of approval! Will visit again when in the area!",5
Food is so good and service is good!,5
Great Atlantis Show directly in front of the restaurant.  Very extensive menu and many varieties of cheesecake deserts.,5
"Overall great experience. There was a big wait time but we got ourself on the waitlist and managed to watch a kids show right next to the restaurant and that helped kill some time. We were a large party of 12 and were comfortably seated. The drinks, the food and the desserts were all just ok. If you have never been to a cheese cake factory, then you should try it for sure.",4
"Always a great experience.
Our server, Carmella was very friendly and attentive.",4
Awesome food love them Door dash been great but all there food is Awesome very tasty,5
My favorite Cheesecake Factory restaurant so far.  I have been in several across US.  Decor make sense in this place (at Cesar's Palacee) behind the aquarium.,5
1st Place I Went. If you want Great food And Service.Go Please. My Aunt's Birthday Monday was Great . Thanks Cheesecake Factory. They catered even though a Full House.👍❤,5
Food was great. Service was fantastic. Cool location near the Apple Store and Nike.,5
We had to wait for 45 min to get seat for dinner. In the mean time enjoyed the Atlantis show. Service very good. Food quality overrated. pricing is average ~ @ $20 each dish.,4
Don't forget to stop for a rest and some yummy desserts. My little Penny needed a good nap after shopping.,5
Banana Cream Cheesecake hit the spot,5
Enjoyed my favorite Shrimp Scampi and Upside Down Pineapple cheesecake. Always a win with either a Strawberry or Raspberry lemonade.,5
It took one hour to be seated and another hour for your food to arrive. Waitress barely come to check up on you but yet they rush you to leave. They were out of black beans so they had add extra rice on my plate without even letting me know. And the food was just to greasy/oily.,2
The food was excellent...burgers and fries that put fast-food to shame and the service was top notch. 😋,5
"I have to say - you cannot go wrong with any of their plates, it’s really good and a fair price for what you get. But after after eating at many TCF this one is the one I like the least. The location within the mall is horrible - there is almost no way out. Nice if you happen to walk by, but plan an extra hour for getting there (an a table).",3
Very good food. I can't wait for the one at home to get finished.,5
"Maybe I was just unlucky but I got sick from my food, truffle honey chicken :(
The cheesecake was delicious and my husband's food was good! I have been at this location a few years back and the experience was great.",2
Great food and atmosphere located inside of The Caesar’s Palace.,5
It's the Cheesecake Factory. I'm from the Carolinas and love the one back home. I couldn't tell a difference. They have a good portion of the dining area for walk-ins. So reservations aren't required if this is a last minute thing. They told us the wait was 45 minutes we gave them our cell number. Walked around the Nike Store for about 15 minutes and our table was ready.,5
I ordered the Italian Trio and received something completely different and called the restaurant. They put me on hold for over 15 minutes until I had to go. Do not order delivery!,1
My first time and it was EVERYTHING I expected great food...,5
My food was okay. My steak was burnt but my chicken was cooked just right.,2
"Unfortunately this was the worst experience I have had in a restaurant that I absolutely love. We booked reservations and waited quite a bit only to be seated under the stairs. The waitress was wonderful but clearly understaffed and they lost one of our meals, took quite a bit of time to offer water, and the food was not up to the typical Cheesecake Factory standards. The manager and waitress apologized and I would say they were doing their best. However, due to the crowd and staffing I'm not sure I'd come back on our next trip.",2
"The best cheese cake I ever had so far, even I made to-go, it is still tasted amazing. The Oreo dream extreme is my favorite cheese cake. Can't wait to visit here again.",5
"My family just had dinner here and always make it a point to eat at this location in the forum shop area when we are in town. We’ve never been disappointed until this time. The food was great as usual but unfortunately the experience was ruined once the waiter spilled a beer and drink and broke the glass all over the table and all over us. The new shoes I just bought in the forum shops are now broke in too soaked in beer. They cleaned everything around us instead of just moving us to a new table,  which there were plenty of open ones. The waiter made a bigger deal about telling us how he never spills things and all of his coworkers gave him a bad time over it. Yes I paid for the entire meal because the food was great as always and I didn’t even get charged extra for the broken glass and beer bath. I also went to the link today that the owner sends as a generic reply for bad reviews so they can discuss further. Of course no reply from my message to that link either.  Typical move to try and make it look like they take care of issues when they don’t.",1
Nesting nicely in back of Caesars Forum. Nice atmosphere almost classy. Staff are super nice and attentive. Love their variety of food i can never choose what I want even tho I know what I want already.  Love this place. Always come back to it.,5
"They do take reservations but you have to use Yelp to do it. Staff is great and so is the food. We actually went 2 times during our trip. Wife loved the skinnylicious chicken pot pie. Chicken riesling is very good. Comes with spaghetti noodle and changed to angel hair pasta the second time, much better this way.",5
"The only place I ever heard about the most before visiting The States was The Cheesecake Factory.

I don’t normally order dessert or cake cos I aent a sweet person but today I ordered and had a taste of the 3 different kinds.

Wow wow wow it is delish indeed.  Banana was my favourite and then The Tiramisu cheesecake.

The food and service here is really good and friendly.",5
"Waiters were extremely attentive, even with a lot of guests. They were also very accommodating to our custom orders and late joiners. Food was great as always",5
The quality of the food has been terrible the last few times we have been here. The presentation & huge portions both of which they are known for have fallen short.  Bread is burnt. Definitely not worth 20 bucks a plate. Thank you to the servers who are willing to work hard.,2
Excellent food and amazing customer service.   Server Dana was  very nice and fast and recommended items and made sure we liked them and making sure our food and drinks were refilled.  Kudos for Dana!!!!!!,5
Enjoyable for dinner. Maybe not the best value. There are other great options with superior food and drink for the same price.,3
The best tasting cheesecake factory food I've had!!!!...#PortionsOnPoint,5
"Was 👍🏽 great would defo go again .. will write more soon.
Soo a bit more info now. We had to wait about 10/15 mins to be seated but that was expected at the time. Once seated we let our server know that we were due for a show soon and wanted to be quick. Which she gratefully kept in mind and made sure our order was brought together and quickly. The food we ordered was delightfully tasty think we had some chipotle pasta without chicken (as I’m a vegetarian) and egg role ( name can’t fully remember ) which was also great! And highly recommend. The cheesecake was a salted caramel which was nice but would probably try something else another time.
All in all a great experience and tasty!!",5
Love the burgers and pastas. Calorie counted and clearly labelled on the menu.,5
There are better places to eat in Vegas than Cheesecake factory but if you're looking for a place with something for everyone at a fair price then this is definitely the place to go.,4
Always same quality and recurring visits  for pumping my blood sugar ;),4
"This wasn't it fam...the ✨multiple✨ hostess that were in the front were pretty dismissive and unfriendly, so that right away took away from the experience...the food itself didn't taste good, it was bland, it did not taste good...the only reason I'm giving 2 stars is because our waiter (who seemed to actually be the restaurant's bartender) was really friendly and gave awesome service 👍🏽 his back must be hurting from carrying that place smh anyway, if y'all in Vegas then go eat literally anywhere else 🤷🏽‍♀️",2
I have to admit being some what of a foodie I have never been to the Cheesecake factory  they're I said it.  However I decided to give it a go in LV. I GOT 2 MARGARITAS AND the egg roll sampler platter all the food was very good and the service was spot on.  I was told I needed to try the Cheesecake I passed on that however I will be back.,5
Heidi was great! Thank you for a great birthday evening.,5
Soooo much variety to choose from plus so many cheesecake choices at the end. Service has been awesome the past few times we went and quality and quantity for the price is amazing,4
Had the chicken Alfredo. It was great! My server Sharon was on point!! Added to a Great experience in Las Vegas,5
"Best Cheesecake Factory, ever. Jose was a great waiter!",4
"My waiter was nice but you can tell he was overwhelmed. He had to not only take orders but also buss down tables.  Our bread finally came out with our meal which took a while.  My favorite meal was out of stock, my favorite cheesecake was out of stock. I feel like i wasted my date night there and should have picked a different restaurant.",3
"At first, I thought I was there to eat some cheesecake, but nah, they have full course meals. I ordered a pizza, but they have plates from salads to meats. To my men, if you take her out here and pay in full, taking her to your place is a no biggie.",5
"Great experience.
The food was great. I had the bang bang chicken and shrimp.
I love the ambience.
I suggest making a reservation, as there is limited sitting available during this covid stuff.
Enjoy!",5
"Sat at the bar waiting for a table and when our table came open we were told we would have to stay at the bar since we had placed ( but not yet received) our order. Bar service was poor, no refill on ice tea and we sat there finished waiting to pay while the bartender was washing glassware.",2
"All four of us loved the food we ordered.  NY strip, truffle honey chicken, french dip burger, Chicken Madara.  Was 45 minute wait but worth it.",5
Amazing!! So delicious. Our waiter and Eric were so nice and accommodating.  Thank you for making our visit so memorable.,5
"wide choice of Amazing cheesacakes, but not only that!",4
"A land mark for me, a city is not checked out of my travel list unless it includes The Cheesecake Factory",5
"I can see why reviews have been lower... It's fine! Good place to eat but not great. Plus, over an hour wait time to get a table and around $20/person, walking out of there thinking hmm was this worth it??! 🤔 (Probably not!)",3
Its was okay only because the salad i ordered was delicious. The staff was just swamped with people !,3
"As always,  a great place to eat.",5
Service and food where both equally exceptional!! Hope to get back soon!,5
Oreo dream extreme cheesecake.,5
Amazing customer service experience! Our waitress was so helpful in helping me navigate a gluten and dairy free option for our lunch.,5
We had a good time! Just 4 stars though because the wait was so long and then it took a long time to get the check. But the food is good!,4
This place never disappoints its always satisfying,5
"The girl who deals with the reservations was sweet. The Food was amazing. No complaints there. My girlfriends daughter found 2 hairs in her food though. Black curly and distinctively thick. Most likely either a pube or beard hair. If I would have went into the kitchen and looked around I could have pointed out exactly who they belonged to. We showed the waitress who said ""that should never happen"" she took the hair supposedly to show a manager. Instead she came back like nothing happened and never mentioned it again. Iffy customer service at best. The picture included is just to show that we weren't just trying to get something for free.",1
I love they food but this location is over cooked everything,1
"Great place for lunch. Very unique appetizers like the spring roll platter. My favorite one is the avocado filling. Also got a chow mien noodle chicken salad, it is so refreshing with the tangy sauce. Great service, but it's a little dark in there.",4
"Jamaican brown rice and black beans
Plantain and brown rice.. and succotash...mmmm mmmm good!!😷😋",5
Good service but we had to wait more than half an hour for the food to arrive,4
Cheese cake was awesome. Be nice if they had lactose free cheese cake😒🤷 I was so sick after eating the cheese cake.. It was so good @ that time.. 😂,5
"We got a seat without waiting time. Their servings are more than sufficient for 1 person. The complimentary breads they serve with butter are tasty, especially the brown one.",5
Stayed at Caesars Palace and was happy to have the Cheesecake Factory to be part of the forum shops.  Made my order on line and walked over.  They were so crowded and I still had to wait but the food was delicious as usual.,5
First time eating there.. I ordered fried Shrimp and it was good the waitress was nice and the price of the meal was decent.,5
"Never been to a Cheesecake Factory till today in Las Vegas while being lost af in one of the hotel casinos. Anyways service there was great and clean place. Food was pretty good to I had the crispy pineapple chicken and boy was that good. My wife had the usual white girl meal and had a pasta shrimp. We ordered the nachos with avocado as a appetizer and my dude they did not hold back on the avocado (guacamole) gave us pretty much a big*** bowl of avocado. We had some chocolate fudge cake and it was good too I guess.  Anyways good place good food expensive as s**t
.",5
"New to Vegas and went for first date night...
Waited 20 minutes for a table..cool
Ordered appetizers...yum
Fire alarms going of repeatedly causing my PTSD to freak out and about passed out...
Ended up eating 2 pretzel bites and getting cheesecake to go...
Hopefully this is not the usual...",1
The absolute peak of food in Las Vegas in my opinion the food is immaculate without one flaw in the whole corse of the meal if you plan on coming to the amazing Caesars palace the cheese cake factory is the place that adds that golden layer of the Caesars palace experience highly recommend also get a salted caramel cheese cake TRUST ME 🤤,5
"From the waiter to the drinks everything was perfect.  Always a fun experience in Houston  Tx, the Cheesecake Factory in Las Vegas did not disappoint.  The Carneasada Steak was amazing and cooked just right.",5
"What a beautiful restaurant.
Service was perfect,  food excellent.
Try the pancakes 😋😁
Brandy was our server,  she was fantastic.  Thank you, Brandy",5
"Hubby and I were enjoying a date night without the kiddo after a long crazy week and decided we needed to eat at the one and only chain restaurant we absolutely adore - The Cheesecake Factory. It was a Tuesday night around 9:30p and there was a 40 minute wait. Between exploring nearby shops and good conversation the time passed quickly. We were sat at a table near the back on the first floor and our waiter was with us right away. He took awesome care of us all evening - some of the best service I've had at a Cheesecake Factory.

We recently learned how much we love their loaded Nachos. So we ordered them with the ""spicy"" chicken to share. For dessert, we tried to new chocolate coffee cheesecake and also the Godiva brownie sundae (one of our go-tos). The new Cheesecake had great flavor, but not quite the same texture as other cheesecakes.....it felt like it stuck to my mouth in different way. Overall it was good, but next time I think we'll go back to one of our favorites (Oreo or Reese's).

There's so much good food here! I know the menu can be over-whelming. I'm not much for their pizzas and I feel their burgers are just fine. I usually prefer a crazy Appetizer (any of the awesome egg rolls or fried Mac & cheese balls) or a salad if I want something light (Cobb or Greek).",5
"Huge portions, tasty food, nice service. We came here for lunch, got a burger for around 14usd. It was so big that I couldn't fit any cheesecake afterwards.",4
"The food is good and staff is very friendly, but it busy a lot.",4
"You really cannot go wrong with going to a cheesecake factory and this one was no exception. Our waiter was super friendly, the food was massive proportions and the view around the inside of ceasars palace was incredible.",4
Great food and very busy atmosphere.  Service was good even though restaurant was very busy.,4
I had there cheesecake and omg I am speachless,5
"Went here just for cheesecake, and the line was over an hour wait. I understand this is a busy location, but you would have thought by now they would have figured out how to handle the crowds.",1
I had a great experience wonderful waitress. And the salmon was delicious.,5
Good food and drinks and let's not forget the cheesecake. Yum yum,5
"Really good food and desserts,really nice waitresses,clean place ,good music i enjoyed dinning here",5
Amazing!,5
Was good.  Plate sat in the warmer window for a while and the noodles I had got hard. Cheesecake of course was amazing.,3
"Great food, large portions and great service.  The BBQ salad is fantastic.",5
"Love the food !!!
Always good",5
"Fantastic! We had the best service from Cody, our waiter, and we just had a great lunch. The food was great.",5
"I have been to this location twice and hope to go back again on my next Vegas visit! ACTUALLY, I did go a third time, technically... to pick up a salad I called in (Chinese Chicken). Soooo great!  They TRULY know how to prepare a steak with the level of PINK I enjoy! Service is fantastic. So easy to work with. Absolutely enjoyed every experience here.",5
Really disappointed. Noone even paid attention to us for a long time. While finally I got a hold of a nice waitress. She was great. Otherwise it was awful.,1
"Never disappoints! This location was pretty cool, it’s in the middle of the mall... so great place to go if you’re hungry mid-shopping :)",5
"I had the stuffed mushrooms, pasta napoletana, and a slice of raspberry cheesecake.   Everything was delicious, it's a bit pricey but worth it for a treat sometimes. For the pasta it needed more sauce, so I had about half of the pasta left after I ate the middle section that had the sauce.",5
Server was friendly and food was fantastic!,5
Beautiful location and great food.,5
"Food took forever and was cold when we got it, manager did his best to make us happy but have to be honest",3
Hostess and sitters were very rude and not very helpful for my party of 11. They scattered us all around the restaurant.  The only saving grace was the waitress Heather L.,2
"I wish you had more stars, this was awesome!!!! Loved their creamy cheese cake.",5
Atmosphere is pleasant and staff is friendly. Food is delicious.,5
"Solid, reliable, expansive fare at reasonable prices with courteous and prompt service. Their occasionally-offered New England-style clam chowder is among the best I've eaten anywhere.",5
"Nothing like those fresh baked chocolate chip cookies. Jason provided incredible service! He had several tables, we had a party of 12 (divided into two tables), but he didn't make us wait for anything! Drinks were delivered quickly, bread was hot with plenty butter, appetizers were fresh, and food was delicious! Even received to go packaging and check quickly. Jason was knowledgeable and a welcomed change from the less than friendly late night service that we were receiving moments before at another casino restaurant.",5
"Shopping and Dining at forum shop !
One of the  most popular American restaurant, Cheese cake factory.
I highly recommend this place . Easy menu, fresh and delicious food, reasonable prices and good variety :)
We ordered Crispy Cuban roll and louisiana chicken pasta which is spicy.
Our server Benjamin was wonderful. So polite and professional.",5
The food here is so delicious and lunch specials are great .,5
Wonderful food. Very large portions. Great service. Totally enjoyable and worth the visit. We will return.,5
The wait wasn't as bad as it looked.. our server was awesome and very attentive. Big portions of food as always.,4
"Hello, this is Important!!! Maxi has covid agian Maxi has covid. I live with Maxi both of us got tested and both were found to have it. Maxi does not care if she's gets ppl sick this isn't the first time that
maxi had covid. just to let you know.",1
The honey truffle chicken was amazing.,5
As always the food is very good. Took a while to get the food but it was zuoer busy so that was ti be expected.,4
It was an extremely busy place. The waiter was nice but not exceptionally attentive. Food was average for a Cheesecake Factory.,3
Service awful!! Didn’t receive any bread at all and no refills on our drinks. Salad mix tastes old and wilted and the Avocados are brown. Wait took over an hour and we didn’t even have the basic necessity of salt and pepper at our table. WILL NOT BE RETURNING!,1
The staff was amazing and super courteous. The scenery was breathtaking and the food was wonderful! I recommend getting the spinach and artichoke dip first!,5
"It was awesome.  The waiter and waitress trainee was on top of it.  Friendly,  professional you name it they were outstanding.  Wish I remembered the names.",4
Food was great. Service was great,5
Expect to wait for a table. We decided to get our slices of cheesecake to go. Of course it was yummy!! The cucumber lemonade is the bomb but pricy.,3
